Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2018-1050,05-24-2018,Standard Class,AB-10050,Customer_51,Consumer,Los Angeles,California,United States,Central,Office Supplies,Binders,25,5,0.2,7.81
CA-2018-1051,12-01-2020,First Class,AB-10051,Customer_52,Home Office,Phoenix,Arizona,United States,East,Technology,Accessories,400,2,0.0,165.73
CA-2018-1052,01-21-2020,First Class,AB-10052,Customer_53,Corporate,Los Angeles,California,United States,Central,Furniture,Tables,100,2,0.1,11.78
CA-2018-1053,08-03-2020,Standard Class,AB-10053,Customer_54,Consumer,New York,New York,United States,West,Furniture,Furnishings,600,2,0.1,134.62
CA-2018-1054,05-15-2019,First Class,AB-10054,Customer_55,Home Office,Phoenix,Arizona,United States,Central,Furniture,Chairs,50,1,0.0,6.68
CA-2018-1055,12-15-2019,Second Class,AB-10055,Customer_56,Home Office,Chicago,Illinois,United States,West,Furniture,Furnishings,300,3,0.2,100.8
CA-2018-1056,12-17-2020,Second Class,AB-10056,Customer_57,Consumer,Houston,Texas,United States,West,Furniture,Bookcases,50,1,0.2,12.6
CA-2018-1057,04-03-2020,Second Class,AB-10057,Customer_58,Consumer,New York,New York,United States,East,Technology,Accessories,500,5,0.1,176.64
CA-2018-1058,03-21-2018,First Class,AB-10058,Customer_59,Consumer,Phoenix,Arizona,United States,Central,Furniture,Bookcases,500,5,0.2,91.6
CA-2018-1059,10-18-2019,Second Class,AB-10059,Customer_60,Corporate,Philadelphia,New York,United States,East,Office Supplies,Labels,25,1,0.2,5.71
CA-2018-1060,11-07-2019,Standard Class,AB-10060,Customer_61,Home Office,Houston,Texas,United States,West,Furniture,Furnishings,200,2,0.3,24.82
CA-2018-1061,04-06-2019,First Class,AB-10061,Customer_62,Consumer,New York,New York,United States,East,Office Supplies,Labels,25,5,0.1,5.38
CA-2018-1062,03-26-2019,First Class,AB-10062,Customer_63,Consumer,Phoenix,Arizona,United States,Central,Office Supplies,Storage,20,2,0.2,6.36
CA-2018-1063,04-06-2020,Standard Class,AB-10063,Customer_64,Corporate,New York,New York,United States,West,Technology,Phones,500,1,0.0,76.54
CA-2018-1064,02-09-2019,First Class,AB-10064,Customer_65,Consumer,New York,New York,United States,Central,Furniture,Tables,1200,4,0.0,436.66
CA-2018-1065,12-15-2019,Standard Class,AB-10065,Customer_66,Corporate,Phoenix,Arizona,United States,East,Technology,Phones,600,3,0.0,133.51
CA-2018-1066,11-16-2019,Second Class,AB-10066,Customer_67,Home Office,Chicago,Illinois,United States,East,Furniture,Chairs,200,4,0.1,46.72
CA-2018-1067,03-14-2019,Second Class,AB-10067,Customer_68,Consumer,Los Angeles,California,United States,West,Technology,Copiers,600,3,0.2,149.66
CA-2018-1068,02-02-2020,Standard Class,AB-10068,Customer_69,Consumer,Philadelphia,New York,United States,East,Office Supplies,Binders,5,1,0.3,-0.3
CA-2018-1069,04-13-2018,Second Class,AB-10069,Customer_70,Corporate,Chicago,Illinois,United States,Central,Office Supplies,Storage,40,4,0.1,5.38
CA-2018-1070,03-11-2019,First Class,AB-10070,Customer_71,Corporate,Chicago,Illinois,United States,West,Office Supplies,Storage,50,2,0.3,-0.15
CA-2018-1071,05-13-2018,Standard Class,AB-10071,Customer_72,Corporate,New York,New York,United States,Central,Technology,Copiers,400,4,0.1,158.45
CA-2018-1072,06-30-2019,First Class,AB-10072,Customer_73,Home Office,Phoenix,Arizona,United States,South,Furniture,Furnishings,500,5,0.1,156.13
CA-2018-1073,06-18-2020,First Class,AB-10073,Customer_74,Home Office,Chicago,Illinois,United States,Central,Technology,Phones,300,3,0.3,16.76
CA-2018-1074,09-26-2019,Standard Class,AB-10074,Customer_75,Corporate,Phoenix,Arizona,United States,West,Furniture,Furnishings,900,3,0.0,132.28
CA-2018-1075,08-21-2018,Second Class,AB-10075,Customer_76,Corporate,Phoenix,Arizona,United States,East,Furniture,Chairs,200,2,0.0,24.14
CA-2018-1076,09-06-2018,Standard Class,AB-10076,Customer_77,Home Office,Los Angeles,California,United States,East,Furniture,Tables,300,1,0.1,85.54
CA-2018-1077,06-10-2019,Second Class,AB-10077,Customer_78,Corporate,Philadelphia,New York,United States,Central,Furniture,Furnishings,400,4,0.2,55.19
CA-2018-1078,06-01-2020,Standard Class,AB-10078,Customer_79,Corporate,Chicago,Illinois,United States,West,Furniture,Chairs,900,3,0.2,222.46
CA-2018-1079,04-30-2019,First Class,AB-10079,Customer_80,Corporate,New York,New York,United States,Central,Office Supplies,Art,10,1,0.0,2.65
CA-2018-1080,01-25-2018,First Class,AB-10080,Customer_81,Corporate,New York,New York,United States,East,Office Supplies,Binders,30,3,0.0,3.38
CA-2018-1081,03-01-2019,Second Class,AB-10081,Customer_82,Home Office,Chicago,Illinois,United States,South,Office Supplies,Labels,20,4,0.1,3.99
CA-2018-1082,10-24-2019,First Class,AB-10082,Customer_83,Home Office,Phoenix,Arizona,United States,West,Technology,Phones,400,4,0.1,56.3
CA-2018-1083,06-27-2019,First Class,AB-10083,Customer_84,Corporate,Chicago,Illinois,United States,Central,Furniture,Tables,200,4,0.3,22.72
CA-2018-1084,01-04-2018,Standard Class,AB-10084,Customer_85,Corporate,Chicago,Illinois,United States,South,Office Supplies,Binders,25,1,0.1,6.25
CA-2018-1085,06-22-2018,First Class,AB-10085,Customer_86,Consumer,Los Angeles,California,United States,South,Technology,Machines,200,2,0.1,20.45
CA-2018-1086,03-31-2018,First Class,AB-10086,Customer_87,Home Office,New York,New York,United States,Central,Furniture,Furnishings,500,5,0.1,96.7
CA-2018-1087,09-18-2018,Second Class,AB-10087,Customer_88,Consumer,Los Angeles,California,United States,West,Furniture,Chairs,600,2,0.3,47.34
CA-2018-1088,11-25-2018,First Class,AB-10088,Customer_89,Corporate,Phoenix,Arizona,United States,East,Office Supplies,Binders,5,1,0.2,2.19
CA-2018-1089,08-24-2018,First Class,AB-10089,Customer_90,Consumer,Philadelphia,New York,United States,East,Technology,Phones,1000,5,0.3,139.56
CA-2018-1090,05-28-2019,Standard Class,AB-10090,Customer_91,Corporate,Chicago,Illinois,United States,Central,Office Supplies,Binders,40,4,0.3,10.32
CA-2018-1091,01-05-2018,Second Class,AB-10091,Customer_92,Corporate,Phoenix,Arizona,United States,East,Office Supplies,Art,75,3,0.1,18.73
CA-2018-1092,02-06-2019,First Class,AB-10092,Customer_93,Consumer,New York,New York,United States,West,Furniture,Bookcases,900,3,0.0,274.64
CA-2018-1093,03-31-2020,Second Class,AB-10093,Customer_94,Home Office,Los Angeles,California,United States,East,Furniture,Bookcases,900,3,0.1,104.08
CA-2018-1094,11-04-2020,Standard Class,AB-10094,Customer_95,Corporate,Los Angeles,California,United States,South,Technology,Machines,2500,5,0.0,741.48
CA-2018-1095,08-08-2020,Second Class,AB-10095,Customer_96,Corporate,Phoenix,Arizona,United States,East,Furniture,Bookcases,200,4,0.1,41.64
CA-2018-1096,03-16-2020,Standard Class,AB-10096,Customer_97,Consumer,New York,New York,United States,West,Furniture,Tables,200,4,0.0,34.6
CA-2018-1097,05-10-2018,Second Class,AB-10097,Customer_98,Home Office,Houston,Texas,United States,South,Furniture,Tables,900,3,0.2,91.91
CA-2018-1098,05-21-2020,Second Class,AB-10098,Customer_99,Corporate,Chicago,Illinois,United States,South,Technology,Phones,400,2,0.1,110.48
CA-2018-1099,11-14-2019,First Class,AB-10099,Customer_100,Corporate,Houston,Texas,United States,Central,Furniture,Bookcases,250,5,0.3,55.32
CA-2018-1100,10-10-2020,Standard Class,AB-10100,Customer_101,Corporate,Los Angeles,California,United States,Central,Furniture,Furnishings,1500,5,0.1,151.56
CA-2018-1101,10-21-2020,First Class,AB-10101,Customer_102,Consumer,New York,New York,United States,West,Office Supplies,Binders,75,3,0.3,14.06
CA-2018-1102,07-21-2018,Standard Class,AB-10102,Customer_103,Corporate,New York,New York,United States,East,Technology,Phones,500,5,0.1,49.39
CA-2018-1103,04-20-2019,First Class,AB-10103,Customer_104,Home Office,Los Angeles,California,United States,West,Technology,Copiers,600,3,0.0,20.71
CA-2018-1104,12-11-2019,Second Class,AB-10104,Customer_105,Corporate,New York,New York,United States,West,Technology,Machines,100,1,0.0,12.82
CA-2018-1105,11-20-2019,Standard Class,AB-10105,Customer_106,Consumer,New York,New York,United States,Central,Furniture,Bookcases,400,4,0.2,116.24
CA-2018-1106,09-16-2020,Second Class,AB-10106,Customer_107,Consumer,Phoenix,Arizona,United States,South,Technology,Phones,1500,3,0.2,214.93
CA-2018-1107,11-08-2020,First Class,AB-10107,Customer_108,Home Office,Philadelphia,New York,United States,East,Furniture,Bookcases,100,1,0.1,31.29
CA-2018-1108,04-24-2018,First Class,AB-10108,Customer_109,Home Office,Houston,Texas,United States,West,Office Supplies,Storage,30,3,0.2,5.1
CA-2018-1109,06-11-2018,Second Class,AB-10109,Customer_110,Home Office,Los Angeles,California,United States,West,Technology,Accessories,400,4,0.3,51.37
CA-2018-1110,01-29-2020,Standard Class,AB-10110,Customer_111,Home Office,New York,New York,United States,East,Furniture,Furnishings,900,3,0.2,132.79
CA-2018-1111,03-24-2020,Standard Class,AB-10111,Customer_112,Corporate,Philadelphia,New York,United States,South,Office Supplies,Art,100,4,0.3,24.89
CA-2018-1112,01-07-2018,Second Class,AB-10112,Customer_113,Corporate,Los Angeles,California,United States,Central,Furniture,Chairs,100,1,0.2,23.3
CA-2018-1113,01-16-2020,First Class,AB-10113,Customer_114,Home Office,Houston,Texas,United States,East,Furniture,Tables,600,2,0.2,172.2
CA-2018-1114,06-23-2020,Second Class,AB-10114,Customer_115,Home Office,Philadelphia,New York,United States,West,Furniture,Bookcases,500,5,0.3,82.25
CA-2018-1115,06-10-2019,Standard Class,AB-10115,Customer_116,Home Office,Chicago,Illinois,United States,West,Office Supplies,Labels,10,2,0.0,2.26
CA-2018-1116,05-09-2019,First Class,AB-10116,Customer_117,Corporate,Chicago,Illinois,United States,West,Furniture,Chairs,200,2,0.0,29.2
CA-2018-1117,02-10-2018,Standard Class,AB-10117,Customer_118,Consumer,Houston,Texas,United States,West,Office Supplies,Appliances,20,2,0.0,2.44
CA-2018-1118,12-08-2018,Second Class,AB-10118,Customer_119,Consumer,Phoenix,Arizona,United States,South,Office Supplies,Storage,15,3,0.0,4.37
CA-2018-1119,07-10-2020,Second Class,AB-10119,Customer_120,Corporate,Los Angeles,California,United States,Central,Furniture,Bookcases,200,4,0.1,21.67
CA-2018-1120,03-29-2020,First Class,AB-10120,Customer_121,Consumer,Chicago,Illinois,United States,West,Office Supplies,Binders,20,4,0.2,2.78
CA-2018-1121,04-08-2018,Standard Class,AB-10121,Customer_122,Corporate,Chicago,Illinois,United States,South,Technology,Machines,2500,5,0.3,148.33
CA-2018-1122,08-15-2020,Standard Class,AB-10122,Customer_123,Consumer,Chicago,Illinois,United States,Central,Technology,Accessories,2500,5,0.2,787.32
CA-2018-1123,03-02-2018,First Class,AB-10123,Customer_124,Home Office,New York,New York,United States,East,Furniture,Furnishings,600,2,0.0,77.81
CA-2018-1124,06-21-2018,First Class,AB-10124,Customer_125,Consumer,Houston,Texas,United States,East,Technology,Copiers,1000,2,0.3,127.29
CA-2018-1125,01-12-2018,First Class,AB-10125,Customer_126,Consumer,New York,New York,United States,West,Furniture,Bookcases,300,3,0.3,52.57
CA-2018-1126,09-02-2020,Second Class,AB-10126,Customer_127,Consumer,Philadelphia,New York,United States,East,Furniture,Tables,100,1,0.1,4.73
CA-2018-1127,11-05-2020,Second Class,AB-10127,Customer_128,Consumer,Los Angeles,California,United States,Central,Furniture,Chairs,300,1,0.2,58.26
CA-2018-1128,12-01-2018,Second Class,AB-10128,Customer_129,Home Office,Philadelphia,New York,United States,Central,Office Supplies,Storage,5,1,0.2,0.98
CA-2018-1129,09-07-2019,Standard Class,AB-10129,Customer_130,Corporate,Los Angeles,California,United States,Central,Technology,Copiers,300,3,0.3,80.45
CA-2018-1130,07-02-2018,Standard Class,AB-10130,Customer_131,Corporate,Los Angeles,California,United States,Central,Technology,Phones,2000,4,0.2,482.51
CA-2018-1131,01-16-2018,Second Class,AB-10131,Customer_132,Corporate,New York,New York,United States,West,Furniture,Bookcases,100,2,0.3,0.7
CA-2018-1132,02-18-2019,First Class,AB-10132,Customer_133,Home Office,Los Angeles,California,United States,West,Technology,Machines,2500,5,0.0,660.23
CA-2018-1133,04-22-2019,Standard Class,AB-10133,Customer_134,Home Office,Philadelphia,New York,United States,East,Office Supplies,Binders,50,5,0.3,9.14
CA-2018-1134,12-06-2018,Second Class,AB-10134,Customer_135,Corporate,New York,New York,United States,West,Furniture,Chairs,50,1,0.1,9.96
CA-2018-1135,08-06-2020,Standard Class,AB-10135,Customer_136,Consumer,New York,New York,United States,East,Office Supplies,Appliances,10,1,0.2,1.87
CA-2018-1136,07-27-2020,First Class,AB-10136,Customer_137,Consumer,Phoenix,Arizona,United States,East,Technology,Copiers,600,3,0.1,52.64
CA-2018-1137,08-14-2018,Standard Class,AB-10137,Customer_138,Corporate,Chicago,Illinois,United States,East,Technology,Copiers,200,2,0.0,47.65
CA-2018-1138,02-23-2018,Second Class,AB-10138,Customer_139,Corporate,Phoenix,Arizona,United States,West,Technology,Accessories,500,1,0.0,81.33
CA-2018-1139,06-09-2018,Standard Class,AB-10139,Customer_140,Home Office,Chicago,Illinois,United States,South,Office Supplies,Labels,125,5,0.3,10.33
CA-2018-1140,08-09-2020,Second Class,AB-10140,Customer_141,Corporate,Philadelphia,New York,United States,South,Furniture,Bookcases,900,3,0.3,125.58
CA-2018-1141,08-12-2020,Second Class,AB-10141,Customer_142,Home Office,New York,New York,United States,South,Furniture,Tables,400,4,0.2,78.76
CA-2018-1142,03-30-2019,Standard Class,AB-10142,Customer_143,Corporate,Los Angeles,California,United States,West,Furniture,Furnishings,200,4,0.3,29.65
CA-2018-1143,04-25-2018,Second Class,AB-10143,Customer_144,Home Office,Phoenix,Arizona,United States,West,Furniture,Furnishings,300,3,0.3,66.71
CA-2018-1144,08-04-2018,Standard Class,AB-10144,Customer_145,Home Office,Philadelphia,New York,United States,East,Furniture,Bookcases,1200,4,0.0,208.05
CA-2018-1145,12-22-2018,First Class,AB-10145,Customer_146,Consumer,Los Angeles,California,United States,East,Furniture,Bookcases,900,3,0.1,155.82
CA-2018-1146,11-20-2020,First Class,AB-10146,Customer_147,Home Office,New York,New York,United States,West,Technology,Phones,1000,2,0.1,145.81
CA-2018-1147,08-12-2019,Second Class,AB-10147,Customer_148,Consumer,Philadelphia,New York,United States,West,Office Supplies,Binders,20,4,0.2,5.28
CA-2018-1148,01-17-2018,First Class,AB-10148,Customer_149,Corporate,New York,New York,United States,East,Office Supplies,Art,50,2,0.3,8.05
CA-2018-1149,07-26-2019,Second Class,AB-10149,Customer_150,Corporate,Houston,Texas,United States,West,Furniture,Furnishings,1500,5,0.0,199.44
CA-2018-1150,07-06-2020,First Class,AB-10150,Customer_151,Corporate,Houston,Texas,United States,East,Technology,Accessories,200,2,0.1,63.9
CA-2018-1151,02-02-2020,First Class,AB-10151,Customer_152,Consumer,Houston,Texas,United States,South,Office Supplies,Appliances,100,4,0.0,4.77
CA-2018-1152,04-04-2019,First Class,AB-10152,Customer_153,Home Office,Chicago,Illinois,United States,West,Technology,Phones,400,2,0.1,22.08
CA-2018-1153,06-02-2020,First Class,AB-10153,Customer_154,Home Office,Chicago,Illinois,United States,East,Technology,Phones,800,4,0.1,-15.9
CA-2018-1154,09-15-2020,Second Class,AB-10154,Customer_155,Corporate,Houston,Texas,United States,West,Technology,Phones,500,5,0.2,7.66
CA-2018-1155,10-05-2020,First Class,AB-10155,Customer_156,Home Office,Chicago,Illinois,United States,East,Technology,Copiers,400,4,0.1,57.33
CA-2018-1156,06-04-2019,Standard Class,AB-10156,Customer_157,Consumer,Phoenix,Arizona,United States,East,Office Supplies,Labels,75,3,0.1,12.22
CA-2018-1157,06-11-2019,Standard Class,AB-10157,Customer_158,Corporate,Philadelphia,New York,United States,South,Office Supplies,Art,5,1,0.1,1.01
CA-2018-1158,10-10-2020,Standard Class,AB-10158,Customer_159,Consumer,Philadelphia,New York,United States,Central,Furniture,Furnishings,250,5,0.1,34.13
CA-2018-1159,08-30-2019,Standard Class,AB-10159,Customer_160,Consumer,Los Angeles,California,United States,West,Furniture,Chairs,300,3,0.0,89.87
CA-2018-1160,08-02-2018,First Class,AB-10160,Customer_161,Corporate,Chicago,Illinois,United States,South,Office Supplies,Labels,25,1,0.0,5.41
CA-2018-1161,12-15-2019,Second Class,AB-10161,Customer_162,Consumer,New York,New York,United States,South,Office Supplies,Binders,40,4,0.0,4.35
CA-2018-1162,08-12-2019,Second Class,AB-10162,Customer_163,Home Office,Philadelphia,New York,United States,East,Furniture,Bookcases,200,2,0.1,75.95
CA-2018-1163,11-13-2018,Standard Class,AB-10163,Customer_164,Corporate,Houston,Texas,United States,Central,Office Supplies,Storage,75,3,0.1,19.81
CA-2018-1164,12-17-2019,First Class,AB-10164,Customer_165,Home Office,New York,New York,United States,Central,Furniture,Tables,400,4,0.1,100.72
CA-2018-1165,01-22-2018,Standard Class,AB-10165,Customer_166,Corporate,Houston,Texas,United States,South,Technology,Accessories,600,3,0.2,198.48
CA-2018-1166,11-01-2020,First Class,AB-10166,Customer_167,Home Office,Philadelphia,New York,United States,West,Office Supplies,Art,100,4,0.0,43.69
CA-2018-1167,11-05-2018,Second Class,AB-10167,Customer_168,Corporate,Phoenix,Arizona,United States,East,Office Supplies,Binders,75,3,0.3,11.82
CA-2018-1168,11-08-2018,Standard Class,AB-10168,Customer_169,Consumer,Phoenix,Arizona,United States,West,Office Supplies,Art,15,3,0.2,2.74
CA-2018-1169,05-11-2020,Standard Class,AB-10169,Customer_170,Corporate,Houston,Texas,United States,Central,Office Supplies,Labels,10,2,0.0,1.24
CA-2018-1170,02-24-2019,Second Class,AB-10170,Customer_171,Corporate,New York,New York,United States,Central,Office Supplies,Labels,50,5,0.1,15.39
CA-2018-1171,07-05-2018,First Class,AB-10171,Customer_172,Consumer,Chicago,Illinois,United States,Central,Technology,Copiers,1000,5,0.3,196.15
CA-2018-1172,05-16-2020,Second Class,AB-10172,Customer_173,Corporate,New York,New York,United States,Central,Office Supplies,Appliances,40,4,0.3,14.64
CA-2018-1173,10-01-2020,First Class,AB-10173,Customer_174,Corporate,Philadelphia,New York,United States,East,Office Supplies,Appliances,20,4,0.0,6.55
CA-2018-1174,04-17-2020,Standard Class,AB-10174,Customer_175,Home Office,Los Angeles,California,United States,South,Technology,Phones,300,3,0.0,21.16
CA-2018-1175,09-22-2019,Second Class,AB-10175,Customer_176,Corporate,Los Angeles,California,United States,Central,Technology,Machines,400,2,0.0,126.43
CA-2018-1176,08-29-2020,First Class,AB-10176,Customer_177,Consumer,Houston,Texas,United States,East,Furniture,Bookcases,50,1,0.3,3.52
CA-2018-1177,11-01-2018,First Class,AB-10177,Customer_178,Home Office,Phoenix,Arizona,United States,South,Technology,Phones,400,4,0.3,19.5
CA-2018-1178,11-30-2018,Standard Class,AB-10178,Customer_179,Consumer,Phoenix,Arizona,United States,Central,Office Supplies,Binders,10,1,0.2,0.76
CA-2018-1179,11-22-2019,Standard Class,AB-10179,Customer_180,Corporate,New York,New York,United States,East,Technology,Phones,800,4,0.1,210.34
CA-2018-1180,08-05-2018,First Class,AB-10180,Customer_181,Corporate,Los Angeles,California,United States,West,Technology,Machines,1000,5,0.0,45.55
CA-2018-1181,05-31-2018,Second Class,AB-10181,Customer_182,Corporate,Houston,Texas,United States,West,Technology,Accessories,1000,5,0.3,250.34
CA-2018-1182,05-09-2018,First Class,AB-10182,Customer_183,Corporate,Phoenix,Arizona,United States,West,Technology,Accessories,2500,5,0.3,701.3
CA-2018-1183,10-30-2018,Standard Class,AB-10183,Customer_184,Corporate,Los Angeles,California,United States,West,Technology,Copiers,400,4,0.2,31.24
CA-2018-1184,12-12-2020,Second Class,AB-10184,Customer_185,Home Office,Philadelphia,New York,United States,Central,Furniture,Bookcases,50,1,0.1,5.05
CA-2018-1185,11-19-2019,Standard Class,AB-10185,Customer_186,Home Office,New York,New York,United States,East,Furniture,Bookcases,50,1,0.0,7.8
